star	group	ID	ID_alt	star_alt1	star_alt2	origin	snr	R	Rmax	Teff	eTeff	logg	elogg	vmic	evmic	vmac	vsini	e_vsini	[Ca/H]	e[Ca/H]	[Co/H]	e[Co/H]	[Cr/H]	e[Cr/H]	[Fe/H]	e[Fe/H]	[Mg/H]	e[Mg/H]	[Mn/H]	e[Mn/H]	[Ni/H]	e[Ni/H]	[Sc/H]	e[Sc/H]	[Si/H]	e[Si/H]	[Ti/H]	e[Ti/H]	[V/H]	e[V/H]	[Ca 1/H]	e[Ca 1/H]	n[Ca 1/H]	[Co 1/H]	e[Co 1/H]	n[Co 1/H]	[Cr 1/H]	e[Cr 1/H]	n[Cr 1/H]	[Fe 1/H]	e[Fe 1/H]	n[Fe 1/H]	[Fe 2/H]	e[Fe 2/H]	n[Fe 2/H]	[Mg 1/H]	e[Mg 1/H]	n[Mg 1/H]	[Mn 1/H]	e[Mn 1/H]	n[Mn 1/H]	[Ni 1/H]	e[Ni 1/H]	n[Ni 1/H]	[Sc 2/H]	e[Sc 2/H]	n[Sc 2/H]	[Si 1/H]	e[Si 1/H]	n[Si 1/H]	[Ti 1/H]	e[Ti 1/H]	n[Ti 1/H]	[Ti 2/H]	e[Ti 2/H]	n[Ti 2/H]	[V 1/H]	e[V 1/H]	n[V 1/H]	n_spectra	flag
HIP1686	F Subgiant (IV)	HD1671_ELO_1	HIP1686_ELODIE_1	HD1671	-	ELODIE	316	42000	45000	6674	34	3.69	0.04	2.28	0.18	11.11	1.6	0.0	0.064	0.134	0.002	0.19	-0.065	0.043	-0.07	0.067	-0.235	0.094	-0.036	0.158	0.021	0.141	-0.051	0.078	0.024	0.062	0.023	0.079	0.316	0.154	0.064	0.134	12	0.002	0.19	2	-0.065	0.043	5	-0.064	0.07	97	-0.195	0.02	5	-0.235	0.094	1	-0.036	0.158	8	0.021	0.141	11	-0.051	0.078	8	0.024	0.062	6	0.047	0.08	9	-0.083	0.074	2	0.316	0.154	3	2	-
HIP171	G Dwarf (V)	HD224930_ELO_1	HIP171_ELODIE_1	HD224930	-	ELODIE	458	42000	45000	5445	30	4.39	0.03	0.35	0.29	3.98	1.6	0.0	-0.518	0.04	-0.652	0.052	-0.725	0.035	-0.771	0.051	-0.405	0.03	-0.957	0.026	-0.778	0.038	-0.574	0.034	-0.557	0.028	-0.435	0.036	-0.616	0.032	-0.518	0.04	34	-0.652	0.052	18	-0.725	0.035	24	-0.777	0.049	187	-0.71	0.076	19	-0.405	0.03	2	-0.957	0.026	8	-0.778	0.038	32	-0.574	0.034	8	-0.557	0.028	10	-0.43	0.037	34	-0.453	0.032	8	-0.616	0.032	29	2	-
HIP17147	G Dwarf (V)	HD22879_ELO_1	HIP17147_ELODIE_1	HD22879	HD22879	ELODIE	200	42000	45000	5962	86	4.28	0.04	1.18	0.05	5.85	1.6	0.0	-0.532	0.02	-0.665	0.043	-0.819	0.021	-0.778	0.028	-0.404	0.015	-1.043	0.022	-0.791	0.03	-0.662	0.026	-0.596	0.026	-0.473	0.021	-0.643	0.026	-0.532	0.02	83	-0.665	0.043	43	-0.819	0.021	53	-0.774	0.029	464	-0.81	0.019	49	-0.404	0.015	5	-1.043	0.022	17	-0.791	0.03	84	-0.662	0.026	19	-0.596	0.026	25	-0.465	0.021	94	-0.509	0.02	20	-0.643	0.026	63	5	Indirect theta
HIP17378	K Subgiant (IV)	HD23249_ELO_1	HIP17378_ELODIE_1	HD23249	delEri	ELODIE	637	42000	45000	4954	38	3.79	0.1	0.92	0.02	3.57	1.6	0.0	0.008	0.039	0.097	0.055	0.027	0.022	0.04	0.04	0.052	0.019	0.029	0.05	0.072	0.026	0.134	0.059	0.161	0.047	0.037	0.049	0.059	0.06	0.008	0.039	46	0.097	0.055	28	0.027	0.022	39	0.031	0.04	266	0.118	0.038	28	0.052	0.019	3	0.029	0.05	14	0.072	0.026	50	0.134	0.059	12	0.161	0.047	17	0.026	0.054	52	0.084	0.026	12	0.059	0.06	42	3	-
HIP18859	F Dwarf (V)	HD25457_ELO_1	HIP18859_ELODIE_1	HD25457	-	ELODIE	424	42000	45000	6295	91	4.39	0.04	1.62	0.04	7.24	1.6	0.0	0.113	0.039	-0.063	0.045	0.012	0.04	0.06	0.039	-0.002	0.022	-0.014	0.009	0.038	0.037	-0.048	0.014	0.041	0.073	0.006	0.047	0.031	0.039	0.113	0.039	52	-0.063	0.045	15	0.012	0.04	35	0.06	0.04	288	0.053	0.032	33	-0.002	0.022	4	-0.014	0.009	8	0.038	0.037	54	-0.048	0.014	16	0.041	0.073	22	0.01	0.051	49	-0.022	0.016	7	0.031	0.039	35	4	-
HIP19849	K Dwarf (V)	HD26965_ELO_1	HIP19849_ELODIE_1	HD26965	-	ELODIE	108	42000	45000	5181	21	4.51	0.01	0.59	0.06	3.33	1.6	0.0	-0.073	0.029	-0.125	0.033	-0.173	0.036	-0.266	0.03	0.034	0.019	-0.34	0.02	-0.251	0.04	-0.081	0.027	-0.126	0.017	0.038	0.052	0.012	0.041	-0.073	0.029	55	-0.125	0.033	36	-0.173	0.036	52	-0.264	0.029	367	-0.286	0.047	35	0.034	0.019	4	-0.34	0.02	18	-0.251	0.04	65	-0.081	0.027	16	-0.126	0.017	24	0.067	0.055	71	-0.092	0.041	16	0.012	0.041	62	4	-
HIP21421	K Bright Giant (II)	HD29139_ELO_1	HIP21421_ELODIE_1	HD29139	alfTau	ELODIE	953	42000	45000	3921	80	1.17	0.05	0.85	0.02	5.03	1.6	0.0	-0.054	0.057	-0.314	0.072	-0.149	0.095	-0.236	0.111	-0.108	0.015	-0.218	0.081	-0.195	0.093	-0.245	0.066	-0.033	0.214	0.101	0.049	0.363	0.201	-0.054	0.057	45	-0.314	0.072	44	-0.149	0.095	33	-0.225	0.105	356	-0.359	0.179	31	-0.108	0.015	5	-0.218	0.081	15	-0.195	0.093	67	-0.245	0.066	15	-0.033	0.214	14	0.317	0.057	23	-0.16	0.038	19	0.363	0.201	39	5	-
HIP22449	F Dwarf (V)	HD30652_ELO_1	HIP22449_ELODIE_1	HD30652	-	ELODIE	550	42000	45000	6518	35	4.31	0.01	1.73	0.04	9.18	1.6	0.0	0.076	0.033	-0.032	0.04	0.005	0.041	0.051	0.033	-0.026	0.02	-0.017	0.01	0.026	0.033	-0.044	0.016	0.046	0.027	0.011	0.041	0.008	0.066	0.076	0.033	54	-0.032	0.04	9	0.005	0.041	36	0.05	0.035	298	0.058	0.019	34	-0.026	0.02	4	-0.017	0.01	8	0.026	0.033	54	-0.044	0.016	16	0.046	0.027	20	0.017	0.044	52	-0.034	0.019	7	0.008	0.066	35	4	-
HIP2413	K Giant (III)	HD2665_ELO_1	HIP2413_ELODIE_1	HD2665	-	ELODIE	299	42000	45000	4951	25	2.32	0.03	1.5	0.06	5.6	1.6	0.0	-1.848	0.044	-1.999	0.119	-2.213	0.089	-2.025	0.062	-1.852	0.073	-2.562	0.129	-2.177	0.07	-1.976	0.049	-1.874	0.041	-1.906	0.034	-1.835	0.422	-1.848	0.044	29	-1.999	0.119	4	-2.213	0.089	11	-2.047	0.064	117	-1.847	0.045	15	-1.852	0.073	2	-2.562	0.129	4	-2.177	0.07	12	-1.976	0.049	8	-1.874	0.041	4	-1.951	0.04	22	-1.763	0.016	7	-1.835	0.422	8	2	-
HIP24813	G Dwarf (V)	HD34411_ELO_1	HIP24813_ELODIE_1	HD34411	-	ELODIE	154	42000	45000	5823	45	4.2	0.02	1.23	0.02	4.38	1.6	0.0	0.065	0.032	0.042	0.039	0.034	0.02	0.053	0.027	0.064	0.024	0.03	0.038	0.048	0.022	0.096	0.016	0.088	0.02	0.038	0.026	0.004	0.034	0.065	0.032	34	0.042	0.039	20	0.034	0.02	25	0.049	0.027	200	0.096	0.028	20	0.064	0.024	2	0.03	0.038	10	0.048	0.022	36	0.096	0.016	8	0.088	0.02	12	0.029	0.025	36	0.078	0.033	8	0.004	0.034	31	2	-
HIP27435	G Dwarf (V)	HD38858_ELO_1	HIP27435_ELODIE_1	HD38858	-	ELODIE	240	42000	45000	5705	47	4.43	0.02	0.97	0.03	4.18	1.6	0.0	-0.199	0.025	-0.254	0.045	-0.238	0.015	-0.226	0.02	-0.206	0.017	-0.294	0.015	-0.268	0.02	-0.224	0.022	-0.225	0.018	-0.206	0.017	-0.252	0.022	-0.199	0.025	51	-0.254	0.045	29	-0.238	0.015	36	-0.228	0.02	287	-0.208	0.021	29	-0.206	0.017	3	-0.294	0.015	14	-0.268	0.02	53	-0.224	0.022	12	-0.225	0.018	18	-0.206	0.018	52	-0.203	0.013	11	-0.252	0.022	42	3	-
HIP27913	G Dwarf (V)	HD39587_ELO_1	HIP27913_ELODIE_1	HD39587	-	ELODIE	665	42000	45000	5883	63	4.47	0.02	1.31	0.03	4.77	1.6	0.0	-0.049	0.023	-0.201	0.032	-0.097	0.021	-0.076	0.021	-0.137	0.017	-0.177	0.032	-0.153	0.019	-0.129	0.025	-0.081	0.021	-0.113	0.023	-0.135	0.026	-0.049	0.023	61	-0.201	0.032	21	-0.097	0.021	44	-0.083	0.021	352	-0.014	0.025	36	-0.137	0.017	4	-0.177	0.032	12	-0.153	0.019	63	-0.129	0.025	12	-0.081	0.021	22	-0.121	0.026	68	-0.081	0.012	16	-0.135	0.026	51	4	-
HIP28011	K Giant (III)	HD39910_ELO_1	HIP28011_ELODIE_1	HD39910	-	ELODIE	144	42000	45000	4565	33	2.5	0.05	1.33	0.02	3.91	1.6	0.0	0.061	0.054	0.137	0.08	0.092	0.055	0.056	0.073	0.218	0.039	0.159	0.015	0.123	0.058	0.048	0.142	0.244	0.118	0.111	0.079	0.111	0.139	0.061	0.054	22	0.137	0.08	18	0.092	0.055	20	0.055	0.074	158	0.065	0.067	18	0.218	0.039	2	0.159	0.015	5	0.123	0.058	32	0.048	0.142	8	0.244	0.118	12	0.114	0.072	25	0.1	0.102	8	0.111	0.139	24	2	-
HIP28011	K Giant (III)	HD39910_HER_1	HIP28011_HERMES_1	HD39910	-	HERMES	267	42000	75000	4565	33	2.5	0.05	1.33	0.02	3.91	1.6	0.0	0.061	0.054	0.137	0.08	0.092	0.055	0.056	0.073	0.218	0.039	0.159	0.015	0.123	0.058	0.048	0.142	0.244	0.118	0.111	0.079	0.111	0.139	0.061	0.054	22	0.137	0.08	18	0.092	0.055	20	0.055	0.074	158	0.065	0.067	18	0.218	0.039	2	0.159	0.015	5	0.123	0.058	32	0.048	0.142	8	0.244	0.118	12	0.114	0.072	25	0.1	0.102	8	0.111	0.139	24	2	-
HIP28139	K Giant (III)	HD40020_ELO_1	HIP28139_ELODIE_1	HD40020	-	ELODIE	147	42000	45000	4671	59	2.57	0.09	1.36	0.03	3.95	1.6	0.0	0.034	0.051	0.094	0.08	0.072	0.046	0.016	0.068	0.154	0.044	0.118	0.089	0.064	0.052	-0.006	0.115	0.163	0.1	0.051	0.083	0.096	0.108	0.034	0.051	26	0.094	0.08	18	0.072	0.046	22	0.022	0.064	157	-0.038	0.098	19	0.154	0.044	2	0.118	0.089	7	0.064	0.052	32	-0.006	0.115	8	0.163	0.1	12	0.05	0.079	29	0.056	0.098	8	0.096	0.108	28	2	-
HIP28139	K Giant (III)	HD40020_HER_1	HIP28139_HERMES_1	HD40020	-	HERMES	173	42000	75000	4671	59	2.57	0.09	1.36	0.03	3.95	1.6	0.0	0.034	0.051	0.094	0.08	0.072	0.046	0.016	0.068	0.154	0.044	0.118	0.089	0.064	0.052	-0.006	0.115	0.163	0.1	0.051	0.083	0.096	0.108	0.034	0.051	26	0.094	0.08	18	0.072	0.046	22	0.022	0.064	157	-0.038	0.098	19	0.154	0.044	2	0.118	0.089	7	0.064	0.052	32	-0.006	0.115	8	0.163	0.1	12	0.05	0.079	29	0.056	0.098	8	0.096	0.108	28	2	-
HIP29575	K Giant (III)	HD43023_ELO_1	HIP29575_ELODIE_1	HD43023	-	ELODIE	136	42000	45000	5043	43	2.96	0.08	1.4	0.02	3.96	1.6	0.0	-0.098	0.042	-0.104	0.068	-0.118	0.036	-0.123	0.043	-0.078	0.041	-0.157	0.048	-0.168	0.037	-0.08	0.049	-0.059	0.034	-0.096	0.046	-0.105	0.05	-0.098	0.042	32	-0.104	0.068	19	-0.118	0.036	22	-0.124	0.043	188	-0.112	0.043	19	-0.078	0.041	2	-0.157	0.048	10	-0.168	0.037	36	-0.08	0.049	8	-0.059	0.034	11	-0.105	0.046	37	-0.048	0.045	7	-0.105	0.05	29	2	-
HIP3031	K Giant (III)	HD3546_ELO_1	HIP3031_ELODIE_1	HD3546	-	ELODIE	301	42000	45000	4909	111	2.44	0.11	1.37	0.02	4.73	1.6	0.0	-0.497	0.044	-0.551	0.055	-0.728	0.027	-0.62	0.037	-0.261	0.039	-0.908	0.055	-0.645	0.026	-0.384	0.011	-0.38	0.025	-0.449	0.023	-0.645	0.037	-0.497	0.044	32	-0.551	0.055	18	-0.728	0.027	24	-0.631	0.037	191	-0.51	0.036	19	-0.261	0.039	2	-0.908	0.055	8	-0.645	0.026	32	-0.384	0.011	8	-0.38	0.025	10	-0.487	0.023	33	-0.292	0.021	8	-0.645	0.037	30	2	-
HIP3093	G Dwarf (V)	HD3651_ELO_1	HIP3093_ELODIE_1	HD3651	-	ELODIE	178	42000	45000	5297	31	4.52	0.02	0.92	0.03	2.91	1.6	0.0	0.201	0.029	0.209	0.05	0.223	0.026	0.144	0.033	0.19	0.019	0.228	0.025	0.156	0.029	0.146	0.049	0.157	0.031	0.221	0.042	0.313	0.051	0.201	0.029	37	0.209	0.05	27	0.223	0.026	39	0.152	0.031	273	0.078	0.053	30	0.19	0.019	3	0.228	0.025	15	0.156	0.029	51	0.146	0.049	12	0.157	0.031	18	0.246	0.042	50	0.115	0.038	12	0.313	0.051	47	3	-
HIP32851	F Dwarf (V)	HD49933_ELO_1	HIP32851_ELODIE_1	HD49933	HD49933	ELODIE	325	42000	45000	6628	89	4.19	0.04	1.71	0.05	10.79	1.6	0.0	-0.353	0.039	-0.5	0.073	-0.53	0.045	-0.438	0.028	-0.366	0.023	-0.551	0.019	-0.479	0.028	-0.414	0.017	-0.396	0.031	-0.344	0.032	-0.337	0.052	-0.353	0.039	70	-0.5	0.073	10	-0.53	0.045	31	-0.445	0.029	320	-0.377	0.021	35	-0.366	0.023	4	-0.551	0.019	11	-0.479	0.028	59	-0.414	0.017	12	-0.396	0.031	18	-0.339	0.038	50	-0.366	0.008	11	-0.337	0.052	25	4	-
HIP36732	K Giant (III)	HD60341_ELO_1	HIP36732_ELODIE_1	HD60341	-	ELODIE	191	42000	45000	4563	53	2.4	0.08	1.33	0.03	4.09	1.6	0.0	-0.069	0.056	0.011	0.079	-0.048	0.047	-0.045	0.065	0.105	0.041	-0.019	0.082	0.004	0.049	-0.052	0.113	0.123	0.086	-0.04	0.06	-0.089	0.107	-0.069	0.056	25	0.011	0.079	18	-0.048	0.047	19	-0.052	0.065	156	0.017	0.057	17	0.105	0.041	2	-0.019	0.082	8	0.004	0.049	32	-0.052	0.113	8	0.123	0.086	11	-0.047	0.058	27	-0.012	0.067	7	-0.089	0.107	28	2	-
HIP37279	F Subgiant (IV)	HD61421_ELO_1	HIP37279_ELODIE_1	HD61421	Procyon	ELODIE	1029	42000	45000	6582	5	3.98	0.02	1.99	0.02	9.98	1.6	0.0	0.019	0.044	-0.038	0.04	-0.102	0.022	-0.034	0.021	0.01	0.014	-0.065	0.027	-0.057	0.018	0.015	0.017	0.002	0.031	-0.019	0.019	-0.01	0.046	0.019	0.044	88	-0.038	0.04	37	-0.102	0.022	54	-0.042	0.022	453	0.041	0.016	49	0.01	0.014	5	-0.065	0.027	15	-0.057	0.018	77	0.015	0.017	20	0.002	0.031	24	-0.023	0.021	74	-0.0	0.01	15	-0.01	0.046	61	5	-
HIP3765	K Dwarf (V)	HD4628_ELO_1	HIP3765_ELODIE_1	HD4628	-	ELODIE	159	42000	45000	5093	33	4.64	0.01	0.74	0.04	3.37	1.6	0.0	-0.143	0.026	-0.176	0.04	-0.168	0.027	-0.253	0.035	-0.161	0.017	-0.215	0.025	-0.264	0.029	-0.23	0.043	-0.263	0.021	-0.065	0.064	-0.001	0.047	-0.143	0.026	50	-0.176	0.04	36	-0.168	0.027	45	-0.249	0.033	348	-0.291	0.057	32	-0.161	0.017	4	-0.215	0.025	19	-0.264	0.029	60	-0.23	0.043	16	-0.263	0.021	23	-0.024	0.069	68	-0.254	0.042	15	-0.001	0.047	58	4	-
HIP37826	K Giant (III)	HD62509_ELO_1	HIP37826_ELODIE_1	HD62509	betGem	ELODIE	373	42000	45000	4810	14	2.55	0.03	1.35	0.02	4.11	1.6	0.0	-0.002	0.03	-0.089	0.049	-0.021	0.035	-0.08	0.035	0.037	0.015	-0.078	0.066	-0.11	0.026	-0.171	0.047	0.006	0.041	-0.099	0.047	-0.078	0.047	-0.002	0.03	78	-0.089	0.049	47	-0.021	0.035	62	-0.069	0.034	433	-0.175	0.041	49	0.037	0.015	5	-0.078	0.066	25	-0.11	0.026	87	-0.171	0.047	20	0.006	0.041	27	-0.092	0.043	83	-0.128	0.064	19	-0.078	0.047	73	5	-
HIP40843	F Dwarf (V)	HD69897_ELO_1	HIP40843_ELODIE_1	HD69897	-	ELODIE	610	42000	45000	6203	57	4.17	0.02	1.42	0.03	6.97	1.6	0.0	-0.245	0.04	-0.335	0.058	-0.372	0.036	-0.306	0.032	-0.236	0.028	-0.416	0.033	-0.373	0.031	-0.285	0.024	-0.269	0.041	-0.287	0.025	-0.345	0.057	-0.245	0.04	34	-0.335	0.058	16	-0.372	0.036	24	-0.313	0.032	188	-0.247	0.024	20	-0.236	0.028	2	-0.416	0.033	7	-0.373	0.031	33	-0.285	0.024	8	-0.269	0.041	11	-0.299	0.028	33	-0.238	0.013	8	-0.345	0.057	23	2	-
HIP4151	F Dwarf (V)	HD5015_ELO_1	HIP4151_ELODIE_1	HD5015	-	ELODIE	562	42000	45000	6033	37	4.03	0.03	1.4	0.02	5.57	1.6	0.0	0.071	0.036	-0.048	0.042	-0.025	0.022	0.013	0.029	0.004	0.03	-0.064	0.038	-0.023	0.02	0.033	0.013	0.03	0.031	-0.008	0.027	-0.036	0.045	0.071	0.036	35	-0.048	0.042	16	-0.025	0.022	22	0.008	0.029	188	0.053	0.029	20	0.004	0.03	2	-0.064	0.038	6	-0.023	0.02	31	0.033	0.013	8	0.03	0.031	10	-0.017	0.029	33	0.03	0.02	8	-0.036	0.045	28	2	-
HIP4257	K Giant (III)	HD5268_ELO_1	HIP4257_ELODIE_1	HD5268	-	ELODIE	313	42000	45000	4944	116	2.36	0.18	1.42	0.03	4.68	1.6	0.0	-0.403	0.047	-0.421	0.062	-0.55	0.035	-0.491	0.034	-0.251	0.044	-0.65	0.026	-0.539	0.036	-0.361	0.017	-0.401	0.025	-0.388	0.031	-0.473	0.033	-0.403	0.047	34	-0.421	0.062	20	-0.55	0.035	25	-0.49	0.034	190	-0.498	0.037	20	-0.251	0.044	2	-0.65	0.026	10	-0.539	0.036	35	-0.361	0.017	8	-0.401	0.025	11	-0.396	0.036	36	-0.351	0.007	8	-0.473	0.033	34	2	-
HIP43587	K Dwarf (V)	HD75732_ELO_1	HIP43587_ELODIE_1	HD75732	-	ELODIE	834	42000	45000	5169	44	4.41	0.02	0.91	0.02	2.73	1.6	0.0	0.245	0.027	0.355	0.038	0.274	0.015	0.277	0.032	0.278	0.013	0.338	0.041	0.362	0.014	0.335	0.054	0.434	0.04	0.265	0.041	0.297	0.044	0.245	0.027	60	0.355	0.038	47	0.274	0.015	60	0.269	0.031	427	0.347	0.036	48	0.278	0.013	5	0.338	0.041	25	0.362	0.014	84	0.335	0.054	20	0.434	0.04	28	0.25	0.04	78	0.33	0.049	19	0.297	0.044	71	5	-
HIP43813	K Giant (III)	HD76294_ELO_1	HIP43813_ELODIE_1	HD76294	-	ELODIE	177	42000	45000	4836	14	2.49	0.04	1.57	0.02	4.27	1.6	0.0	-0.193	0.059	-0.186	0.07	-0.206	0.054	-0.188	0.047	-0.129	0.033	-0.274	0.087	-0.238	0.049	-0.171	0.068	-0.063	0.037	-0.22	0.062	-0.241	0.062	-0.193	0.059	33	-0.186	0.07	19	-0.206	0.054	24	-0.192	0.047	175	-0.148	0.048	19	-0.129	0.033	2	-0.274	0.087	10	-0.238	0.049	33	-0.171	0.068	8	-0.063	0.037	10	-0.232	0.064	34	-0.168	0.053	8	-0.241	0.062	30	2	-
HIP45343	K Dwarf (V)	HD79210_ELO_1	HIP45343_ELODIE_1	HD79210	-	ELODIE	323	42000	45000	3997	34	4.69	0.02	0.2	0.5	5.14	1.6	0.0	-0.394	0.119	-0.241	0.229	-0.426	0.118	-0.532	0.227	-0.52	0.017	-0.474	0.1	-0.432	0.133	-0.518	0.307	0.524	0.039	-0.486	0.12	-0.578	0.087	-0.394	0.119	12	-0.241	0.229	21	-0.426	0.118	26	-0.532	0.227	218			0	-0.52	0.017	3	-0.474	0.1	9	-0.432	0.133	23	-0.518	0.307	10	0.524	0.039	3	-0.576	0.115	29	-0.158	0.137	8	-0.578	0.087	40	3	-
HIP46853	F Subgiant (IV)	HD82328_ELO_1	HIP46853_ELODIE_1	HD82328	-	ELODIE	273	42000	45000	6217	44	3.83	0.05	1.76	0.03	7.14	1.6	0.0	-0.143	0.054	-0.301	0.039	-0.299	0.05	-0.238	0.035	-0.196	0.02	-0.355	0.053	-0.314	0.036	-0.143	0.025	-0.219	0.08	-0.177	0.039	-0.236	0.087	-0.143	0.054	34	-0.301	0.039	8	-0.299	0.05	22	-0.249	0.036	181	-0.125	0.027	18	-0.196	0.02	2	-0.355	0.053	6	-0.314	0.036	29	-0.143	0.025	8	-0.219	0.08	12	-0.193	0.045	33	-0.111	0.017	8	-0.236	0.087	21	2	-
HIP47080	G Dwarf (V)	HD82885_ELO_1	HIP47080_ELODIE_1	HD82885	-	ELODIE	184	42000	45000	5452	46	4.44	0.02	1.12	0.04	2.99	1.6	0.0	0.26	0.039	0.248	0.059	0.255	0.033	0.234	0.035	0.197	0.036	0.247	0.061	0.27	0.027	0.223	0.049	0.318	0.045	0.205	0.041	0.242	0.039	0.26	0.039	27	0.248	0.059	18	0.255	0.033	26	0.23	0.035	180	0.269	0.036	20	0.197	0.036	2	0.247	0.061	9	0.27	0.027	36	0.223	0.049	8	0.318	0.045	12	0.203	0.039	36	0.217	0.049	8	0.242	0.039	29	2	-
HIP47908	G Giant (III)	HD84441_ELO_1	HIP47908_ELODIE_1	HD84441	-	ELODIE	373	42000	45000	5314	17	2.36	0.05	2.14	0.03	4.42	1.6	0.0	-0.111	0.051	-0.206	0.045	-0.211	0.043	-0.163	0.032	-0.104	0.021	-0.255	0.018	-0.247	0.025	-0.051	0.027	-0.085	0.024	-0.167	0.034	-0.208	0.045	-0.111	0.051	38	-0.206	0.045	23	-0.211	0.043	32	-0.173	0.032	246	-0.059	0.036	24	-0.104	0.021	3	-0.255	0.018	9	-0.247	0.025	44	-0.051	0.027	12	-0.085	0.024	12	-0.201	0.036	44	-0.042	0.027	12	-0.208	0.045	40	3	-
HIP48455	K Giant (III)	HD85503_ELO_1	HIP48455_ELODIE_1	HD85503	muLeo	ELODIE	291	42000	45000	4519	23	2.43	0.06	1.25	0.02	3.79	1.6	0.0	0.276	0.046	0.33	0.062	0.285	0.045	0.19	0.063	0.393	0.018	0.371	0.017	0.322	0.058	0.124	0.051	0.417	0.113	0.326	0.064	0.381	0.114	0.276	0.046	42	0.33	0.062	32	0.285	0.045	35	0.198	0.063	292	0.114	0.058	34	0.393	0.018	4	0.371	0.017	5	0.322	0.058	61	0.124	0.051	12	0.417	0.113	19	0.355	0.053	35	0.261	0.089	16	0.381	0.114	43	4	-
HIP49081	G Dwarf (V)	HD86728_ELO_1	HIP49081_ELODIE_1	HD86728	-	ELODIE	131	42000	45000	5610	46	4.25	0.02	1.1	0.03	3.52	1.6	0.0	0.118	0.039	0.123	0.046	0.1	0.025	0.119	0.034	0.119	0.027	0.088	0.056	0.15	0.024	0.198	0.029	0.209	0.027	0.093	0.035	0.068	0.029	0.118	0.039	32	0.123	0.046	20	0.1	0.025	26	0.11	0.035	194	0.211	0.03	20	0.119	0.027	2	0.088	0.056	9	0.15	0.024	36	0.198	0.029	8	0.209	0.027	12	0.074	0.031	37	0.18	0.054	8	0.068	0.029	32	2	-
HIP50564	F Dwarf (V)	HD89449_ELO_1	HIP50564_ELODIE_1	HD89449	-	ELODIE	274	42000	45000	6385	120	4.12	0.05	1.71	0.04	8.05	1.6	0.0	0.081	0.036	-0.026	0.021	-0.034	0.045	0.035	0.036	0.019	0.02	-0.031	0.012	0.023	0.031	0.047	0.011	0.097	0.023	0.012	0.045	-0.021	0.066	0.081	0.036	56	-0.026	0.021	10	-0.034	0.045	34	0.027	0.038	292	0.102	0.026	35	0.019	0.02	4	-0.031	0.012	8	0.023	0.031	54	0.047	0.011	16	0.097	0.023	20	0.007	0.051	47	0.047	0.005	7	-0.021	0.066	32	4	-
HIP5336	G Dwarf (V)	HD6582_ELO_1	HIP5336_ELODIE_1	HD6582	muCas	ELODIE	643	42000	45000	5358	31	4.49	0.01	0.3	0.22	3.89	1.6	0.0	-0.608	0.032	-0.684	0.048	-0.75	0.027	-0.811	0.043	-0.435	0.021	-0.97	0.013	-0.812	0.041	-0.633	0.024	-0.598	0.02	-0.47	0.037	-0.617	0.023	-0.608	0.032	49	-0.684	0.048	29	-0.75	0.027	35	-0.815	0.039	284	-0.768	0.078	30	-0.435	0.021	3	-0.97	0.013	12	-0.812	0.041	48	-0.633	0.024	12	-0.598	0.02	18	-0.458	0.038	50	-0.518	0.032	12	-0.617	0.023	47	3	-
HIP544	G Dwarf (V)	HD166_ELO_1	HIP544_ELODIE_1	HD166	-	ELODIE	115	42000	45000	5378	40	4.46	0.02	1.18	0.03	3.15	1.6	0.0	0.039	0.032	-0.095	0.037	0.003	0.021	0.0	0.029	-0.056	0.018	-0.059	0.059	-0.047	0.024	-0.062	0.041	0.041	0.02	-0.064	0.03	-0.072	0.027	0.039	0.032	43	-0.095	0.037	27	0.003	0.021	39	-0.007	0.029	259	0.071	0.03	28	-0.056	0.018	3	-0.059	0.059	12	-0.047	0.024	51	-0.062	0.041	12	0.041	0.02	14	-0.077	0.03	55	-0.002	0.03	12	-0.072	0.027	45	3	-
HIP54539	K Giant (III)	HD96833_ELO_1	HIP54539_ELODIE_1	HD96833	-	ELODIE	117	42000	45000	4543	6	2.12	0.05	1.46	0.02	4.41	1.6	0.0	-0.159	0.057	-0.172	0.075	-0.149	0.055	-0.161	0.059	-0.062	0.023	-0.137	0.077	-0.175	0.045	-0.177	0.104	-0.024	0.085	-0.177	0.064	-0.216	0.109	-0.159	0.057	26	-0.172	0.075	18	-0.149	0.055	22	-0.161	0.058	158	-0.153	0.062	18	-0.062	0.023	2	-0.137	0.077	7	-0.175	0.045	30	-0.177	0.104	8	-0.024	0.085	11	-0.182	0.055	26	-0.161	0.091	8	-0.216	0.109	28	2	-
HIP5458	K Giant (III)	HD6833_ELO_1	HIP5458_ELODIE_1	HD6833	-	ELODIE	138	42000	45000	4447	42	1.83	0.02	1.46	0.02	5.15	1.6	0.0	-0.748	0.044	-0.877	0.062	-0.887	0.054	-0.752	0.046	-0.636	0.042	-1.096	0.102	-0.927	0.059	-0.735	0.051	-0.618	0.041	-0.79	0.045	-0.962	0.068	-0.748	0.044	32	-0.877	0.062	20	-0.887	0.054	26	-0.769	0.045	190	-0.574	0.056	18	-0.636	0.042	2	-1.096	0.102	7	-0.927	0.059	33	-0.735	0.051	8	-0.618	0.041	10	-0.826	0.05	39	-0.611	0.022	8	-0.962	0.068	28	2	-
